step,worstDrift_wu,worstDriftBone,divergeCap_wu,worstPen_wu,contacts,kineticE_wu2,cageLimitHits,cageSafetyHits,boneLimitHits,divergeClamped,nan,tetherHits,worstPinnedTargetErr_wu
73,0.137727,190,0.136178,0.000000,0,1.5005641e-07,0,0,0,1,0,4,2.4606e-07
74,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
75,0.137727,190,0.136178,0.000000,0,1.5005653e-07,0,0,0,1,0,4,2.4606e-07
76,0.137727,190,0.136178,0.000000,0,1.5005649e-07,0,0,0,1,0,4,2.4606e-07
77,0.137727,190,0.136178,0.000000,0,1.5005656e-07,0,0,0,1,0,4,2.4606e-07
78,0.137727,190,0.136178,0.000000,0,1.500566e-07,0,0,0,1,0,4,2.4606e-07
79,0.137727,190,0.136178,0.000000,0,1.5005689e-07,0,0,0,1,0,4,2.4606e-07
80,0.137727,190,0.136178,0.000000,0,1.5005671e-07,0,0,0,1,0,4,2.4606e-07
81,0.137727,190,0.136178,0.000000,0,1.5005674e-07,0,0,0,1,0,4,2.4606e-07
82,0.137727,190,0.136178,0.000000,0,1.5005679e-07,0,0,0,1,0,4,2.4606e-07
83,0.137727,190,0.136178,0.000000,0,1.5005662e-07,0,0,0,1,0,4,2.4606e-07
84,0.137727,190,0.136178,0.000000,0,1.500565e-07,0,0,0,1,0,4,2.4606e-07
85,0.137727,190,0.136178,0.000000,0,1.5005651e-07,0,0,0,1,0,4,2.4606e-07
86,0.137727,190,0.136178,0.000000,0,1.5005652e-07,0,0,0,1,0,4,2.4606e-07
87,0.137727,190,0.136178,0.000000,0,1.5005658e-07,0,0,0,1,0,4,2.4606e-07
88,0.137727,190,0.136178,0.000000,0,1.5005664e-07,0,0,0,1,0,4,2.4606e-07
89,0.137727,190,0.136178,0.000000,0,1.5005689e-07,0,0,0,1,0,4,2.4606e-07
90,0.137727,190,0.136178,0.000000,0,1.500565e-07,0,0,0,1,0,4,2.4606e-07
91,0.137727,190,0.136178,0.000000,0,1.5005649e-07,0,0,0,1,0,4,2.4606e-07
92,0.137727,190,0.136178,0.000000,0,1.5005676e-07,0,0,0,1,0,4,2.4606e-07
93,0.137727,190,0.136178,0.000000,0,1.500567e-07,0,0,0,1,0,4,2.4606e-07
94,0.137727,190,0.136178,0.000000,0,1.5005667e-07,0,0,0,1,0,4,2.4606e-07
95,0.137727,190,0.136178,0.000000,0,1.500566e-07,0,0,0,1,0,4,2.4606e-07
96,0.137727,190,0.136178,0.000000,0,1.5005673e-07,0,0,0,1,0,4,2.4606e-07
97,0.137727,190,0.136178,0.000000,0,1.5005674e-07,0,0,0,1,0,4,2.4606e-07
98,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
99,0.137727,190,0.136178,0.000000,0,1.5005661e-07,0,0,0,1,0,4,2.4606e-07
100,0.137727,190,0.136178,0.000000,0,1.5005642e-07,0,0,0,1,0,4,2.4606e-07
101,0.137727,190,0.136178,0.000000,0,1.500566e-07,0,0,0,1,0,4,2.4606e-07
102,0.137727,190,0.136178,0.000000,0,1.5005654e-07,0,0,0,1,0,4,2.4606e-07
103,0.137727,190,0.136178,0.000000,0,1.500564e-07,0,0,0,1,0,4,2.4606e-07
104,0.137727,190,0.136178,0.000000,0,1.5005637e-07,0,0,0,1,0,4,2.4606e-07
105,0.137727,190,0.136178,0.000000,0,1.5005648e-07,0,0,0,1,0,4,2.4606e-07
106,0.137727,190,0.136178,0.000000,0,1.5005653e-07,0,0,0,1,0,4,2.4606e-07
107,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
108,0.137727,190,0.136178,0.000000,0,1.5005696e-07,0,0,0,1,0,4,2.4606e-07
109,0.137727,190,0.136178,0.000000,0,1.5005717e-07,0,0,0,1,0,4,2.4606e-07
110,0.137727,190,0.136178,0.000000,0,1.5005722e-07,0,0,0,1,0,4,2.4606e-07
111,0.137727,190,0.136178,0.000000,0,1.5005729e-07,0,0,0,1,0,4,2.4606e-07
112,0.137727,190,0.136178,0.000000,0,1.5005666e-07,0,0,0,1,0,4,2.4606e-07
113,0.137727,190,0.136178,0.000000,0,1.5005662e-07,0,0,0,1,0,4,2.4606e-07
114,0.137727,190,0.136178,0.000000,0,1.500565e-07,0,0,0,1,0,4,2.4606e-07
115,0.137727,190,0.136178,0.000000,0,1.5005656e-07,0,0,0,1,0,4,2.4606e-07
116,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
117,0.137727,190,0.136178,0.000000,0,1.5005652e-07,0,0,0,1,0,4,2.4606e-07
118,0.137727,190,0.136178,0.000000,0,1.5005653e-07,0,0,0,1,0,4,2.4606e-07
119,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
120,0.137727,190,0.136178,0.000000,0,1.5005656e-07,0,0,0,1,0,4,2.4606e-07
121,0.137727,190,0.136178,0.000000,0,1.5005666e-07,0,0,0,1,0,4,2.4606e-07
122,0.137727,190,0.136178,0.000000,0,1.5005648e-07,0,0,0,1,0,4,2.4606e-07
123,0.137727,190,0.136178,0.000000,0,1.5005648e-07,0,0,0,1,0,4,2.4606e-07
124,0.137727,190,0.136178,0.000000,0,1.5005658e-07,0,0,0,1,0,4,2.4606e-07
125,0.137727,190,0.136178,0.000000,0,1.5005666e-07,0,0,0,1,0,4,2.4606e-07
126,0.137727,190,0.136178,0.000000,0,1.5005651e-07,0,0,0,1,0,4,2.4606e-07
127,0.137727,190,0.136178,0.000000,0,1.5005685e-07,0,0,0,1,0,4,2.4606e-07
128,0.137727,190,0.136178,0.000000,0,1.5005674e-07,0,0,0,1,0,4,2.4606e-07
129,0.137727,190,0.136178,0.000000,0,1.5005656e-07,0,0,0,1,0,4,2.4606e-07
130,0.137727,190,0.136178,0.000000,0,1.5005667e-07,0,0,0,1,0,4,2.4606e-07
131,0.137727,190,0.136178,0.000000,0,1.5005663e-07,0,0,0,1,0,4,2.4606e-07
132,0.137727,190,0.136178,0.000000,0,1.5005664e-07,0,0,0,1,0,4,2.4606e-07
133,0.137727,190,0.136178,0.000000,0,1.500567e-07,0,0,0,1,0,4,2.4606e-07
134,0.137727,190,0.136178,0.000000,0,1.5005682e-07,0,0,0,1,0,4,2.4606e-07
135,0.137727,190,0.136178,0.000000,0,1.5005678e-07,0,0,0,1,0,4,2.4606e-07
136,0.137727,190,0.136178,0.000000,0,1.5005639e-07,0,0,0,1,0,4,2.4606e-07
137,0.137727,190,0.136178,0.000000,0,1.5005628e-07,0,0,0,1,0,4,2.4606e-07
138,0.137727,190,0.136178,0.000000,0,1.5005637e-07,0,0,0,1,0,4,2.4606e-07
139,0.137727,190,0.136178,0.000000,0,1.5005659e-07,0,0,0,1,0,4,2.4606e-07
140,0.137727,190,0.136178,0.000000,0,1.5005644e-07,0,0,0,1,0,4,2.4606e-07
141,0.137727,190,0.136178,0.000000,0,1.500564e-07,0,0,0,1,0,4,2.4606e-07
142,0.137727,190,0.136178,0.000000,0,1.5005637e-07,0,0,0,1,0,4,2.4606e-07
143,0.137727,190,0.136178,0.000000,0,1.5005643e-07,0,0,0,1,0,4,2.4606e-07
144,0.137727,190,0.136178,0.000000,0,1.5005652e-07,0,0,0,1,0,4,2.4606e-07
145,0.137727,190,0.136178,0.000000,0,1.5005638e-07,0,0,0,1,0,4,2.4606e-07
146,0.137727,190,0.136178,0.000000,0,1.5005653e-07,0,0,0,1,0,4,2.4606e-07
147,0.137727,190,0.136178,0.000000,0,1.5005683e-07,0,0,0,1,0,4,2.4606e-07
148,0.137727,190,0.136178,0.000000,0,1.5005676e-07,0,0,0,1,0,4,2.4606e-07
149,0.137727,190,0.136178,0.000000,0,1.5005646e-07,0,0,0,1,0,4,2.4606e-07
150,0.137727,190,0.136178,0.000000,0,1.5005654e-07,0,0,0,1,0,4,2.4606e-07
151,0.137727,190,0.136178,0.000000,0,1.500568e-07,0,0,0,1,0,4,2.4606e-07
152,0.137727,190,0.136178,0.000000,0,1.5005711e-07,0,0,0,1,0,4,2.4606e-07
153,0.137727,190,0.136178,0.000000,0,1.50057e-07,0,0,0,1,0,4,2.4606e-07
154,0.137727,190,0.136178,0.000000,0,1.5005681e-07,0,0,0,1,0,4,2.4606e-07
155,0.137727,190,0.136178,0.000000,0,1.5005676e-07,0,0,0,1,0,4,2.4606e-07
156,0.137727,190,0.136178,0.000000,0,1.5005647e-07,0,0,0,1,0,4,2.4606e-07
157,0.137727,190,0.136178,0.000000,0,1.5005643e-07,0,0,0,1,0,4,2.4606e-07
158,0.137727,190,0.136178,0.000000,0,1.5005658e-07,0,0,0,1,0,4,2.4606e-07
159,0.137727,190,0.136178,0.000000,0,1.5005663e-07,0,0,0,1,0,4,2.4606e-07
160,0.137727,190,0.136178,0.000000,0,1.5005667e-07,0,0,0,1,0,4,2.4606e-07
161,0.137727,190,0.136178,0.000000,0,1.500564e-07,0,0,0,1,0,4,2.4606e-07
162,0.137727,190,0.136178,0.000000,0,1.5005647e-07,0,0,0,1,0,4,2.4606e-07
163,0.137727,190,0.136178,0.000000,0,1.5005636e-07,0,0,0,1,0,4,2.4606e-07
164,0.137727,190,0.136178,0.000000,0,1.5005637e-07,0,0,0,1,0,4,2.4606e-07
165,0.137727,190,0.136178,0.000000,0,1.5005648e-07,0,0,0,1,0,4,2.4606e-07
166,0.137727,190,0.136178,0.000000,0,1.5005653e-07,0,0,0,1,0,4,2.4606e-07
167,0.137727,190,0.136178,0.000000,0,1.5005648e-07,0,0,0,1,0,4,2.4606e-07
168,0.137727,190,0.136178,0.000000,0,1.5005637e-07,0,0,0,1,0,4,2.4606e-07
169,0.137727,190,0.136178,0.000000,0,1.500563e-07,0,0,0,1,0,4,2.4606e-07
170,0.137727,190,0.136178,0.000000,0,1.5005624e-07,0,0,0,1,0,4,2.4606e-07
171,0.137727,190,0.136178,0.000000,0,1.5005629e-07,0,0,0,1,0,4,2.4606e-07
172,0.137727,190,0.136178,0.000000,0,1.5005638e-07,0,0,0,1,0,4,2.4606e-07
173,0.137727,190,0.136178,0.000000,0,1.5005636e-07,0,0,0,1,0,4,2.4606e-07
174,0.137727,190,0.136178,0.000000,0,1.5005628e-07,0,0,0,1,0,4,2.4606e-07
175,0.137727,190,0.136178,0.000000,0,1.5005636e-07,0,0,0,1,0,4,2.4606e-07
176,0.137727,190,0.136178,0.000000,0,1.5005636e-07,0,0,0,1,0,4,2.4606e-07
177,0.137727,190,0.136178,0.000000,0,1.5005649e-07,0,0,0,1,0,4,2.4606e-07
178,0.137727,190,0.136178,0.000000,0,1.500568e-07,0,0,0,1,0,4,2.4606e-07
179,0.137727,190,0.136178,0.000000,0,1.5005666e-07,0,0,0,1,0,4,2.4606e-07
180,0.137727,190,0.136178,0.000000,0,1.5005657e-07,0,0,0,1,0,4,2.4606e-07
181,0.137727,190,0.136178,0.000000,0,1.5005668e-07,0,0,0,1,0,4,2.4606e-07
182,0.137727,190,0.136178,0.000000,0,1.5005664e-07,0,0,0,1,0,4,2.4606e-07
183,0.137727,190,0.136178,0.000000,0,1.5005658e-07,0,0,0,1,0,4,2.4606e-07
184,0.137727,190,0.136178,0.000000,0,1.5005637e-07,0,0,0,1,0,4,2.4606e-07
185,0.137727,190,0.136178,0.000000,0,1.5005643e-07,0,0,0,1,0,4,2.4606e-07
186,0.137727,190,0.136178,0.000000,0,1.5005657e-07,0,0,0,1,0,4,2.4606e-07
187,0.137727,190,0.136178,0.000000,0,1.5005688e-07,0,0,0,1,0,4,2.4606e-07
188,0.137727,190,0.136178,0.000000,0,1.5005691e-07,0,0,0,1,0,4,2.4606e-07
189,0.137727,190,0.136178,0.000000,0,1.5005674e-07,0,0,0,1,0,4,2.4606e-07
190,0.137727,190,0.136178,0.000000,0,1.5005668e-07,0,0,0,1,0,4,2.4606e-07
191,0.137727,190,0.136178,0.000000,0,1.500566e-07,0,0,0,1,0,4,2.4606e-07
192,0.137727,190,0.136178,0.000000,0,1.5005645e-07,0,0,0,1,0,4,2.4606e-07
193,0.137727,190,0.136178,0.000000,0,1.5005653e-07,0,0,0,1,0,4,2.4606e-07
194,0.137727,190,0.136178,0.000000,0,1.5005648e-07,0,0,0,1,0,4,2.4606e-07
195,0.137727,190,0.136178,0.000000,0,1.5005647e-07,0,0,0,1,0,4,2.4606e-07
196,0.137727,190,0.136178,0.000000,0,1.5005647e-07,0,0,0,1,0,4,2.4606e-07
197,0.137727,190,0.136178,0.000000,0,1.5005638e-07,0,0,0,1,0,4,2.4606e-07
198,0.137727,190,0.136178,0.000000,0,1.5005634e-07,0,0,0,1,0,4,2.4606e-07
199,0.137727,190,0.136178,0.000000,0,1.5005637e-07,0,0,0,1,0,4,2.4606e-07
200,0.137727,190,0.136178,0.000000,0,1.5005642e-07,0,0,0,1,0,4,2.4606e-07
201,0.137727,190,0.136178,0.000000,0,1.5005641e-07,0,0,0,1,0,4,2.4606e-07
202,0.137727,190,0.136178,0.000000,0,1.5005644e-07,0,0,0,1,0,4,2.4606e-07
203,0.137727,190,0.136178,0.000000,0,1.5005639e-07,0,0,0,1,0,4,2.4606e-07
204,0.137727,190,0.136178,0.000000,0,1.5005649e-07,0,0,0,1,0,4,2.4606e-07
205,0.137727,190,0.136178,0.000000,0,1.5005646e-07,0,0,0,1,0,4,2.4606e-07
206,0.137727,190,0.136178,0.000000,0,1.5005642e-07,0,0,0,1,0,4,2.4606e-07
207,0.137727,190,0.136178,0.000000,0,1.5005656e-07,0,0,0,1,0,4,2.4606e-07
208,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
209,0.137727,190,0.136178,0.000000,0,1.5005649e-07,0,0,0,1,0,4,2.4606e-07
210,0.137727,190,0.136178,0.000000,0,1.5005632e-07,0,0,0,1,0,4,2.4606e-07
211,0.137727,190,0.136178,0.000000,0,1.5005651e-07,0,0,0,1,0,4,2.4606e-07
212,0.137727,190,0.136178,0.000000,0,1.5005651e-07,0,0,0,1,0,4,2.4606e-07
213,0.137727,190,0.136178,0.000000,0,1.5005647e-07,0,0,0,1,0,4,2.4606e-07
214,0.137727,190,0.136178,0.000000,0,1.5005653e-07,0,0,0,1,0,4,2.4606e-07
215,0.137727,190,0.136178,0.000000,0,1.5005639e-07,0,0,0,1,0,4,2.4606e-07
216,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
217,0.137727,190,0.136178,0.000000,0,1.5005674e-07,0,0,0,1,0,4,2.4606e-07
218,0.137727,190,0.136178,0.000000,0,1.5005657e-07,0,0,0,1,0,4,2.4606e-07
219,0.137727,190,0.136178,0.000000,0,1.5005649e-07,0,0,0,1,0,4,2.4606e-07
220,0.137727,190,0.136178,0.000000,0,1.5005664e-07,0,0,0,1,0,4,2.4606e-07
221,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
222,0.137727,190,0.136178,0.000000,0,1.5005656e-07,0,0,0,1,0,4,2.4606e-07
223,0.137727,190,0.136178,0.000000,0,1.5005658e-07,0,0,0,1,0,4,2.4606e-07
224,0.137727,190,0.136178,0.000000,0,1.5005657e-07,0,0,0,1,0,4,2.4606e-07
225,0.137727,190,0.136178,0.000000,0,1.5005676e-07,0,0,0,1,0,4,2.4606e-07
226,0.137727,190,0.136178,0.000000,0,1.500569e-07,0,0,0,1,0,4,2.4606e-07
227,0.137727,190,0.136178,0.000000,0,1.5005702e-07,0,0,0,1,0,4,2.4606e-07
228,0.137727,190,0.136178,0.000000,0,1.5005662e-07,0,0,0,1,0,4,2.4606e-07
229,0.137727,190,0.136178,0.000000,0,1.5005705e-07,0,0,0,1,0,4,2.4606e-07
230,0.137727,190,0.136178,0.000000,0,1.5005706e-07,0,0,0,1,0,4,2.4606e-07
231,0.137727,190,0.136178,0.000000,0,1.5005657e-07,0,0,0,1,0,4,2.4606e-07
232,0.137727,190,0.136178,0.000000,0,1.5005663e-07,0,0,0,1,0,4,2.4606e-07
233,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
234,0.137727,190,0.136178,0.000000,0,1.5005653e-07,0,0,0,1,0,4,2.4606e-07
235,0.137727,190,0.136178,0.000000,0,1.5005646e-07,0,0,0,1,0,4,2.4606e-07
236,0.137727,190,0.136178,0.000000,0,1.5005652e-07,0,0,0,1,0,4,2.4606e-07
237,0.137727,190,0.136178,0.000000,0,1.500565e-07,0,0,0,1,0,4,2.4606e-07
238,0.137727,190,0.136178,0.000000,0,1.5005653e-07,0,0,0,1,0,4,2.4606e-07
239,0.137727,190,0.136178,0.000000,0,1.500566e-07,0,0,0,1,0,4,2.4606e-07
240,0.137727,190,0.136178,0.000000,0,1.5005652e-07,0,0,0,1,0,4,2.4606e-07
241,0.137727,190,0.136178,0.000000,0,1.5005645e-07,0,0,0,1,0,4,2.4606e-07
242,0.137727,190,0.136178,0.000000,0,1.5005657e-07,0,0,0,1,0,4,2.4606e-07
243,0.137727,190,0.136178,0.000000,0,1.5005655e-07,0,0,0,1,0,4,2.4606e-07
244,0.137727,190,0.136178,0.000000,0,1.5005652e-07,0,0,0,1,0,4,2.4606e-07
245,0.137727,190,0.136178,0.000000,0,1.5005676e-07,0,0,0,1,0,4,2.4606e-07
246,0.137727,190,0.136178,0.000000,0,1.5005674e-07,0,0,0,1,0,4,2.4606e-07
247,0.137727,190,0.136178,0.000000,0,1.5005691e-07,0,0,0,1,0,4,2.4606e-07
248,0.137727,190,0.136178,0.000000,0,1.5005668e-07,0,0,0,1,0,4,2.4606e-07
249,0.137727,190,0.136178,0.000000,0,1.5005657e-07,0,0,0,1,0,4,2.4606e-07
250,0.137727,190,0.136178,0.000000,0,1.5005647e-07,0,0,0,1,0,4,2.4606e-07
251,0.137727,190,0.136178,0.000000,0,1.5005654e-07,0,0,0,1,0,4,2.4606e-07
252,0.137727,190,0.136178,0.000000,0,1.5005659e-07,0,0,0,1,0,4,2.4606e-07
253,0.137727,190,0.136178,0.000000,0,1.5005692e-07,0,0,0,1,0,4,2.4606e-07
254,0.137727,190,0.136178,0.000000,0,1.5005671e-07,0,0,0,1,0,4,2.4606e-07
255,0.137727,190,0.136178,0.000000,0,1.5005677e-07,0,0,0,1,0,4,2.4606e-07
256,0.137727,190,0.136178,0.000000,0,1.5005657e-07,0,0,0,1,0,4,2.4606e-07
257,0.137727,190,0.136178,0.000000,0,1.5005658e-07,0,0,0,1,0,4,2.4606e-07
258,0.137727,190,0.136178,0.000000,0,1.5005656e-07,0,0,0,1,0,4,2.4606e-07
259,0.137727,190,0.136178,0.000000,0,1.5005649e-07,0,0,0,1,0,4,2.4606e-07
260,0.137727,190,0.136178,0.000000,0,1.5005667e-07,0,0,0,1,0,4,2.4606e-07
261,0.137727,190,0.136178,0.000000,0,1.5005666e-07,0,0,0,1,0,4,2.4606e-07
262,0.137727,190,0.136178,0.000000,0,1.5005677e-07,0,0,0,1,0,4,2.4606e-07
263,0.137727,190,0.136178,0.000000,0,1.5005695e-07,0,0,0,1,0,4,2.4606e-07
264,0.137727,190,0.136178,0.000000,0,1.5005688e-07,0,0,0,1,0,4,2.4606e-07
265,0.137727,190,0.136178,0.000000,0,1.5005667e-07,0,0,0,1,0,4,2.4606e-07
266,0.137727,190,0.136178,0.000000,0,1.5005637e-07,0,0,0,1,0,4,2.4606e-07
267,0.137727,190,0.136178,0.000000,0,1.5005661e-07,0,0,0,1,0,4,2.4606e-07
268,0.137727,190,0.136178,0.000000,0,1.5005669e-07,0,0,0,1,0,4,2.4606e-07
269,0.137727,190,0.136178,0.000000,0,1.5005678e-07,0,0,0,1,0,4,2.4606e-07
270,0.137727,190,0.136178,0.000000,0,1.500568e-07,0,0,0,1,0,4,2.4606e-07
271,0.137727,190,0.136178,0.000000,0,1.5005674e-07,0,0,0,1,0,4,2.4606e-07
272,0.137727,190,0.136178,0.000000,0,1.5005666e-07,0,0,0,1,0,4,2.4606e-07
273,0.137727,190,0.136178,0.000000,0,1.5005657e-07,0,0,0,1,0,4,2.4606e-07
274,0.137727,190,0.136178,0.000000,0,1.5005669e-07,0,0,0,1,0,4,2.4606e-07
275,0.137727,190,0.136178,0.000000,0,1.5005658e-07,0,0,0,1,0,4,2.4606e-07
